LocalizedName, BlockState
铀矿石, immersiveengineering:ore[type=uranium]
铜块, immersiveengineering:storage[type=copper]
铝块, immersiveengineering:storage[type=aluminum]
铅块, immersiveengineering:storage[type=lead]
银块, immersiveengineering:storage[type=silver]
镍块, immersiveengineering:storage[type=nickel]
铀块, immersiveengineering:storage[type=uranium]
康铜块, immersiveengineering:storage[type=constantan]
琥珀金块, immersiveengineering:storage[type=electrum]
钢块, immersiveengineering:storage[type=steel]
铜台阶, immersiveengineering:storage_slab[slabtype=0,type=copper]
铝台阶, immersiveengineering:storage_slab[slabtype=0,type=aluminum]
铅台阶, immersiveengineering:storage_slab[slabtype=0,type=lead]
银台阶, immersiveengineering:storage_slab[slabtype=0,type=silver]
镍台阶, immersiveengineering:storage_slab[slabtype=0,type=nickel]
铀台阶, immersiveengineering:storage_slab[slabtype=0,type=uranium]
康铜台阶, immersiveengineering:storage_slab[slabtype=0,type=constantan]
琥珀金台阶, immersiveengineering:storage_slab[slabtype=0,type=electrum]
钢台阶, immersiveengineering:storage_slab[slabtype=0,type=steel]
焦炉砖, immersiveengineering:stone_decoration[type=cokebrick]
高炉砖, immersiveengineering:stone_decoration[type=blastbrick]
强化高炉砖, immersiveengineering:stone_decoration[type=blastbrick_reinforced]
焦煤块, immersiveengineering:stone_decoration[type=coke]
麻凝土, immersiveengineering:stone_decoration[type=hempcrete]
混凝土, immersiveengineering:stone_decoration[type=concrete]
混凝土砖, immersiveengineering:stone_decoration[type=concrete_tile]
镀铅混凝土, immersiveengineering:stone_decoration[type=concrete_leaded]
绝缘玻璃, immersiveengineering:stone_decoration[type=insulating_glass]
窑砖, immersiveengineering:stone_decoration[type=alloybrick]
焦炉砖台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=cokebrick]
高炉砖台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=blastbrick]
强化高炉砖台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=blastbrick_reinforced]
麻凝土台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=hempcrete]
混凝土台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=concrete]
混凝土砖台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=concrete_tile]
镀铅混凝土台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=concrete_leaded]
窑砖台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=alloybrick]
麻凝土楼梯, immersiveengineering:stone_decoration_stairs_hempcrete[facing=east,half=bottom,shape=straight]
混凝土楼梯, immersiveengineering:stone_decoration_stairs_concrete[facing=east,half=bottom,shape=straight]
混凝土砖楼梯, immersiveengineering:stone_decoration_stairs_concrete_tile[facing=east,half=bottom,shape=straight]
镀铅混凝土楼梯, immersiveengineering:stone_decoration_stairs_concrete_leaded[facing=east,half=bottom,shape=straight]
混凝土薄板, immersiveengineering:stone_device[_0multiblockslave=false,boolean0=false,facing=north,type=concrete_sheet]
混凝土板, immersiveengineering:stone_device[_0multiblockslave=false,boolean0=false,facing=north,type=concrete_quarter]
混凝土块, immersiveengineering:stone_device[_0multiblockslave=false,boolean0=false,facing=north,type=concrete_threequarter]
防腐木板, immersiveengineering:treated_wood[type=horizontal]
防腐木板, immersiveengineering:treated_wood[type=vertical]
防腐木板, immersiveengineering:treated_wood[type=packaged]
防腐木台阶, immersiveengineering:treated_wood_slab[slabtype=0,type=horizontal]
防腐木台阶, immersiveengineering:treated_wood_slab[slabtype=0,type=vertical]
防腐木台阶, immersiveengineering:treated_wood_slab[slabtype=0,type=packaged]
防腐木楼梯, immersiveengineering:treated_wood_stairs0[facing=east,half=bottom,shape=straight]
防腐木楼梯, immersiveengineering:treated_wood_stairs1[facing=east,half=bottom,shape=straight]
防腐木楼梯, immersiveengineering:treated_wood_stairs2[facing=east,half=bottom,shape=straight]
防腐木栅栏, immersiveengineering:wooden_decoration[east=true,north=true,south=true,type=fence,west=true]
防腐木脚手架, immersiveengineering:wooden_decoration[east=true,north=true,south=true,type=scaffolding,west=true]
木质储存箱, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=crate]
木桶, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=barrel]
工程师装配台, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=workbench]
物品路由器, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=sorter]
火药桶, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=gunpowder_barrel]
强化储存箱, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=reinforced_crate]
旋转台, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=turntable]
流体路由器, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=fluid_sorter]
水车, immersiveengineering:wooden_device1[_0multiblockslave=false,facing=north,int_4=0,type=watermill]
风车, immersiveengineering:wooden_device1[_0multiblockslave=false,facing=north,int_4=0,type=windmill]
木杆, immersiveengineering:wooden_device1[_0multiblockslave=false,facing=north,int_4=0,type=post]
木质壁挂支架, immersiveengineering:wooden_device1[_0multiblockslave=false,facing=north,int_4=0,type=wallmount]
气垫, immersiveengineering:cloth_device[boolean0=false,facing=north,type=cushion]
气球, immersiveengineering:cloth_device[boolean0=false,facing=north,type=balloon]
带状帘, immersiveengineering:cloth_device[boolean0=false,facing=north,type=stripcurtain]
铜板方块, immersiveengineering:sheetmetal[type=copper]
铝板方块, immersiveengineering:sheetmetal[type=aluminum]
铅板方块, immersiveengineering:sheetmetal[type=lead]
银板方块, immersiveengineering:sheetmetal[type=silver]
镍板方块, immersiveengineering:sheetmetal[type=nickel]
铀板方块, immersiveengineering:sheetmetal[type=uranium]
康铜板方块, immersiveengineering:sheetmetal[type=constantan]
琥珀金板方块, immersiveengineering:sheetmetal[type=electrum]
钢板方块, immersiveengineering:sheetmetal[type=steel]
铁板方块, immersiveengineering:sheetmetal[type=iron]
金板方块, immersiveengineering:sheetmetal[type=gold]
铜板台阶, immersiveengineering:sheetmetal_slab[slabtype=0,type=copper]
铝板台阶, immersiveengineering:sheetmetal_slab[slabtype=0,type=aluminum]
铅板台阶, immersiveengineering:sheetmetal_slab[slabtype=0,type=lead]
银板台阶, immersiveengineering:sheetmetal_slab[slabtype=0,type=silver]
镍板台阶, immersiveengineering:sheetmetal_slab[slabtype=0,type=nickel]
铀板台阶, immersiveengineering:sheetmetal_slab[slabtype=0,type=uranium]
康铜板台阶, immersiveengineering:sheetmetal_slab[slabtype=0,type=constantan]
琥珀金板台阶, immersiveengineering:sheetmetal_slab[slabtype=0,type=electrum]
钢板台阶, immersiveengineering:sheetmetal_slab[slabtype=0,type=steel]
铁板台阶, immersiveengineering:sheetmetal_slab[slabtype=0,type=iron]
金板台阶, immersiveengineering:sheetmetal_slab[slabtype=0,type=gold]
铜线圈, immersiveengineering:metal_decoration0[type=coil_lv]
琥珀金线圈, immersiveengineering:metal_decoration0[type=coil_mv]
高压线圈, immersiveengineering:metal_decoration0[type=coil_hv]
红石工程块, immersiveengineering:metal_decoration0[type=rs_engineering]
轻型工程块, immersiveengineering:metal_decoration0[type=light_engineering]
重型工程块, immersiveengineering:metal_decoration0[type=heavy_engineering]
发电机模块, immersiveengineering:metal_decoration0[type=generator]
散热器模块, immersiveengineering:metal_decoration0[type=radiator]
钢栅栏, immersiveengineering:metal_decoration1[east=true,north=true,south=true,type=steel_fence,west=true]
钢脚手架, immersiveengineering:metal_decoration1[east=true,north=true,south=true,type=steel_scaffolding_0,west=true]
钢脚手架, immersiveengineering:metal_decoration1[east=true,north=true,south=true,type=steel_scaffolding_1,west=true]
钢脚手架, immersiveengineering:metal_decoration1[east=true,north=true,south=true,type=steel_scaffolding_2,west=true]
铝栅栏, immersiveengineering:metal_decoration1[east=true,north=true,south=true,type=aluminum_fence,west=true]
铝脚手架, immersiveengineering:metal_decoration1[east=true,north=true,south=true,type=aluminum_scaffolding_0,west=true]
铝脚手架, immersiveengineering:metal_decoration1[east=true,north=true,south=true,type=aluminum_scaffolding_1,west=true]
铝脚手架, immersiveengineering:metal_decoration1[east=true,north=true,south=true,type=aluminum_scaffolding_2,west=true]
钢杆, immersiveengineering:metal_decoration2[_0multiblockslave=false,facing=north,int_4=0,type=steel_post]
钢壁挂支架, immersiveengineering:metal_decoration2[_0multiblockslave=false,facing=north,int_4=0,type=steel_wallmount]
铝杆, immersiveengineering:metal_decoration2[_0multiblockslave=false,facing=north,int_4=0,type=aluminum_post]
铝壁挂支架, immersiveengineering:metal_decoration2[_0multiblockslave=false,facing=north,int_4=0,type=aluminum_wallmount]
灯, immersiveengineering:metal_decoration2[_0multiblockslave=false,facing=north,int_4=0,type=lantern]
刀片刺网, immersiveengineering:metal_decoration2[_0multiblockslave=false,facing=north,int_4=0,type=razor_wire]
钢结构臂, immersiveengineering:metal_decoration2[_0multiblockslave=false,facing=north,int_4=0,type=steel_slope]
铝结构臂, immersiveengineering:metal_decoration2[_0multiblockslave=false,facing=north,int_4=0,type=alu_slope]
钢脚手架台阶, immersiveengineering:metal_decoration1_slab[slabtype=0,type=steel_scaffolding_0]
钢脚手架台阶, immersiveengineering:metal_decoration1_slab[slabtype=0,type=steel_scaffolding_1]
钢脚手架台阶, immersiveengineering:metal_decoration1_slab[slabtype=0,type=steel_scaffolding_2]
铝脚手架台阶, immersiveengineering:metal_decoration1_slab[slabtype=0,type=aluminum_scaffolding_0]
铝脚手架台阶, immersiveengineering:metal_decoration1_slab[slabtype=0,type=aluminum_scaffolding_1]
铝脚手架台阶, immersiveengineering:metal_decoration1_slab[slabtype=0,type=aluminum_scaffolding_2]
钢脚手架楼梯, immersiveengineering:steel_scaffolding_stairs0[facing=east,half=bottom,shape=straight]
钢脚手架楼梯, immersiveengineering:steel_scaffolding_stairs1[facing=east,half=bottom,shape=straight]
钢脚手架楼梯, immersiveengineering:steel_scaffolding_stairs2[facing=east,half=bottom,shape=straight]
铝脚手架楼梯, immersiveengineering:aluminum_scaffolding_stairs0[facing=east,half=bottom,shape=straight]
铝脚手架楼梯, immersiveengineering:aluminum_scaffolding_stairs1[facing=east,half=bottom,shape=straight]
铝脚手架楼梯, immersiveengineering:aluminum_scaffolding_stairs2[facing=east,half=bottom,shape=straight]
金属梯子, immersiveengineering:metal_ladder[facing=north,type=normal]
安全梯, immersiveengineering:metal_ladder[facing=north,type=covered_steel]
安全梯, immersiveengineering:metal_ladder[facing=north,type=covered_aluminum]
低压接线器, immersiveengineering:connector[_0multiblockslave=false,boolean0=false,boolean1=false,facing=north,type=connector_lv]
低压继电器, immersiveengineering:connector[_0multiblockslave=false,boolean0=false,boolean1=false,facing=north,type=relay_lv]
中压接线器, immersiveengineering:connector[_0multiblockslave=false,boolean0=false,boolean1=false,facing=north,type=connector_mv]
中压继电器, immersiveengineering:connector[_0multiblockslave=false,boolean0=false,boolean1=false,facing=north,type=relay_mv]
高压接线器, immersiveengineering:connector[_0multiblockslave=false,boolean0=false,boolean1=false,facing=north,type=connector_hv]
高压继电器, immersiveengineering:connector[_0multiblockslave=false,boolean0=false,boolean1=false,facing=north,type=relay_hv]
结构性接线器, immersiveengineering:connector[_0multiblockslave=false,boolean0=false,boolean1=false,facing=north,type=connector_structural]
变压器, immersiveengineering:connector[_0multiblockslave=false,boolean0=false,boolean1=false,facing=north,type=transformer]
高压变压器, immersiveengineering:connector[_0multiblockslave=false,boolean0=false,boolean1=false,facing=north,type=transformer_hv]
断路刀闸, immersiveengineering:connector[_0multiblockslave=false,boolean0=false,boolean1=false,facing=north,type=breakerswitch]
红石控制断路刀闸, immersiveengineering:connector[_0multiblockslave=false,boolean0=false,boolean1=false,facing=north,type=redstone_breaker]
电流互感器, immersiveengineering:connector[_0multiblockslave=false,boolean0=false,boolean1=false,facing=north,type=energy_meter]
红石接线器, immersiveengineering:connector[_0multiblockslave=false,boolean0=false,boolean1=false,facing=north,type=connector_redstone]
红石探测接线器, immersiveengineering:connector[_0multiblockslave=false,boolean0=false,boolean1=false,facing=north,type=connector_probe]
传送带, immersiveengineering:conveyor[facing=north,type=conveyor]
卸货传送带, immersiveengineering:conveyor[facing=north,type=conveyor]
垂直传送带, immersiveengineering:conveyor[facing=north,type=conveyor]
分流传送带, immersiveengineering:conveyor[facing=north,type=conveyor]
抽取传送带, immersiveengineering:conveyor[facing=north,type=conveyor]
绝缘传送带, immersiveengineering:conveyor[facing=north,type=conveyor]
绝缘卸货传送带, immersiveengineering:conveyor[facing=north,type=conveyor]
绝缘垂直传送带, immersiveengineering:conveyor[facing=north,type=conveyor]
绝缘抽取传送带, immersiveengineering:conveyor[facing=north,type=conveyor]
金属板料斗, immersiveengineering:conveyor[facing=north,type=conveyor]
低压电容器, immersiveengineering:metal_device0[_0multiblockslave=false,type=capacitor_lv]
中压电容器, immersiveengineering:metal_device0[_0multiblockslave=false,type=capacitor_mv]
高压电容器, immersiveengineering:metal_device0[_0multiblockslave=false,type=capacitor_hv]
创造电容器, immersiveengineering:metal_device0[_0multiblockslave=false,type=capacitor_creative]
金属桶, immersiveengineering:metal_device0[_0multiblockslave=false,type=barrel]
液泵, immersiveengineering:metal_device0[_0multiblockslave=false,type=fluid_pump]
液阀, immersiveengineering:metal_device0[_0multiblockslave=false,type=fluid_placer]
高炉鼓风机, immersiveengineering:metal_device1[_0multiblockslave=false,boolean0=false,facing=north,type=blast_furnace_preheater]
外置加热器, immersiveengineering:metal_device1[_0multiblockslave=false,boolean0=false,facing=north,type=furnace_heater]
动能发电机, immersiveengineering:metal_device1[_0multiblockslave=false,boolean0=false,facing=north,type=dynamo]
热传导发电机, immersiveengineering:metal_device1[_0multiblockslave=false,boolean0=false,facing=north,type=thermoelectric_gen]
电灯, immersiveengineering:metal_device1[_0multiblockslave=false,boolean0=false,facing=north,type=electric_lantern]
充电站, immersiveengineering:metal_device1[_0multiblockslave=false,boolean0=false,facing=north,type=charging_station]
输液管, immersiveengineering:metal_device1[_0multiblockslave=false,boolean0=false,facing=north,type=fluid_pipe]
岩芯钻井, immersiveengineering:metal_device1[_0multiblockslave=false,boolean0=false,facing=north,type=sample_drill]
特斯拉线圈, immersiveengineering:metal_device1[_0multiblockslave=false,boolean0=false,facing=north,type=tesla_coil]
泛光灯, immersiveengineering:metal_device1[_0multiblockslave=false,boolean0=false,facing=north,type=floodlight]
化学喷射炮塔, immersiveengineering:metal_device1[_0multiblockslave=false,boolean0=false,facing=north,type=turret_chem]
机枪炮塔, immersiveengineering:metal_device1[_0multiblockslave=false,boolean0=false,facing=north,type=turret_gun]
园艺玻璃罩, immersiveengineering:metal_device1[_0multiblockslave=false,boolean0=false,facing=north,type=belljar]
盔甲装配台, conarm:armorforge
盔甲组装台, conarm:armorstation
修复方块, coroutil:repairing_block
Ancient Altar, crimsonwarfare:boss_activator
Passionfruit Vines, dynamictreesphc:passionfruit_vine[east=false,north=false,south=false,up=false,west=false]
城堡方块, vampirism:castle_block[variant=dark_brick]
城堡方块, vampirism:castle_block[variant=purple_brick]
城堡方块, vampirism:castle_block[variant=dark_brick_bloody]
城堡方块, vampirism:castle_block[variant=normal_brick]
城堡方块, vampirism:castle_block[variant=dark_stone]
储血器, vampirism:blood_container
诅咒之土, vampirism:cursed_earth
吸血鬼兰花, vampirism:vampirism_flower[type=vampire_orchid]
药剂祭坛, vampirism:altar_infusion
祭坛支柱, vampirism:altar_pillar[type=none]
祭坛尖端, vampirism:altar_tip
猎人研究台, vampirism:hunter_table[facing=south]
清洗祭坛, vampirism:church_altar[facing=south]
振奋祭坛, vampirism:altar_inspiration
篝火, vampirism:fire_place
猎人武器桌, vampirism:weapon_table[lava=0]
血药桌, vampirism:blood_potion_table
炼金锅, vampirism:alchemical_cauldron[burning=false,facing=south,liquid=0]
喷蒜器, vampirism:garlic_beacon[facing=south,type=standard]
喷蒜器, vampirism:garlic_beacon[facing=west,type=standard]
喷蒜器, vampirism:garlic_beacon[facing=north,type=standard]
暗砖楼梯, vampirism:castle_stairs_dark[facing=east,half=bottom,shape=straight]
暗石楼梯, vampirism:castle_stairs_dark_stone[facing=east,half=bottom,shape=straight]
紫砖楼梯, vampirism:castle_stairs_purple[facing=east,half=bottom,shape=straight]
血之基座, vampirism:blood_pedestal
血液提取器, vampirism:blood_grinder[facing=south]
血液过滤器, vampirism:blood_sieve[active=false]
村庄图腾基地, vampirism:totem_base
村庄图腾顶部, vampirism:totem_top
暗砖台阶, vampirism:castle_slab[half=bottom,variant=dark_brick]
紫砖台阶, vampirism:castle_slab[half=bottom,variant=purple_brick]
暗石台阶, vampirism:castle_slab[half=bottom,variant=dark_stone]
棕石, erebus:umberstone[type=umberstone]
棕圆石, erebus:umberstone[type=umbercobble]
棕苔石, erebus:umberstone[type=umbercobble_mossy]
蛛网覆盖的棕圆石, erebus:umberstone[type=umbercobble_webbed]
棕石砖, erebus:umberstone[type=umberstone_bricks]
平滑棕石板砖, erebus:umberstone[type=umbertile_smooth]
小块棕石板砖, erebus:umberstone[type=umbertile_smooth_small]
猴面包树木板, erebus:planks[type=baobab]
桉树木板, erebus:planks[type=eucalyptus]
桃花心木木板, erebus:planks[type=mahogany]
苔皮树木板, erebus:planks[type=mossbark]
糙木木板, erebus:planks[type=asper]
柏树木板, erebus:planks[type=cypress]
香脂树木板, erebus:planks[type=balsam]
白色木板, erebus:planks[type=white]
竹木板, erebus:planks[type=bamboo]
腐木木板, erebus:planks[type=rotten]
沼泽木木板, erebus:planks[type=marshwood]
焦皮木板, erebus:planks[type=scorched]
漆包木板, erebus:planks[type=varnished]
盖亚楔石, erebus:gaean_keystone[active=false]
棕砾石, erebus:umbergravel
铺路棕石, erebus:umberpaver[type=umberpaver]
铺路棕苔石, erebus:umberpaver[type=umberpaver_mossy]
蛛网覆盖的铺路棕苔石, erebus:umberpaver[type=umberpaver_webbed]
棕石柱, erebus:umberstone_pillar[axis=y]
石化木岩, erebus:petrified_wood_rock[axis=y]
石化木岩, erebus:petrified_wood_rock_2[axis=y]
石化木岩, erebus:petrified_wood_rock_3[axis=y]
石化木岩, erebus:petrified_wood_rock_4[axis=y]
石化木岩, erebus:petrified_wood_rock_5[axis=y]
石化木岩, erebus:petrified_wood_rock_6[axis=y]
石化树皮红, erebus:petrified_bark_red[axis=y]
石化树皮棕, erebus:petrified_bark_brown[axis=y]
石化心形岩, erebus:petrified_log_inner
粉尘层, erebus:dust_layer[layers=1]
粉尘, erebus:dust
粪便, erebus:dung
铁矿石, erebus:ore_iron
金矿石, erebus:ore_gold
煤矿石, erebus:ore_coal
钻石矿石, erebus:ore_diamond
绿宝石矿石, erebus:ore_emerald
青金石矿石, erebus:ore_lapis
石英矿石, erebus:ore_quartz
石化石英矿石, erebus:ore_petrified_quartz
铜矿石, erebus:ore_copper
银矿石, erebus:ore_silver
锡矿石, erebus:ore_tin
铅矿石, erebus:ore_lead
铝矿石, erebus:ore_aluminium
玉矿石, erebus:ore_jade
熔岩钻石矿石, erebus:ore_encrusted_diamond
化石矿石, erebus:ore_fossil
片麻岩矿石, erebus:ore_gneiss
石化木矿石, erebus:ore_petrified_wood
圣殿石矿石, erebus:ore_temple
玉块, erebus:jade_block
琥珀, erebus:amber
琥珀砖, erebus:amber_bricks
琥珀玻璃, erebus:amber_glass[connected_down=false,connected_east=false,connected_north=false,connected_south=false,connected_up=false,connected_west=false]
琥珀门, erebus:door_amber[facing=east,half=lower,hinge=left,open=false,powered=false]
烂泥, erebus:mud
流沙, erebus:quick_sand
红色宝石块, erebus:red_gem[type=red_gem]
红色宝石灯, erebus:red_gem[type=red_lamp_off]
红色宝石灯, erebus:red_gem[type=red_lamp_on]
沼泽气孔, erebus:swamp_vent[snowy=false]
幽灵沙, erebus:ghost_sand
卷心菜, erebus:crop_cabbage[age=0]
玉莓灌木丛, erebus:jade_berry_bush[age=0]
心莓灌木丛, erebus:heart_berry_bush[age=0]
沼莓灌木丛, erebus:swamp_berry_bush[age=0]
深色果实藤, erebus:dark_fruit_vine[age=0]
仙人球, erebus:prickly_pear[age=0]
黑色花瓣块, erebus:giant_flower[type=petal_black]
红色花瓣块, erebus:giant_flower[type=petal_red]
棕色花瓣块, erebus:giant_flower[type=petal_brown]
蓝色花瓣块, erebus:giant_flower[type=petal_blue]
紫色花瓣块, erebus:giant_flower[type=petal_purple]
青色花瓣块, erebus:giant_flower[type=petal_cyan]
淡灰色花瓣块, erebus:giant_flower[type=petal_light_gray]
灰色花瓣块, erebus:giant_flower[type=petal_gray]
粉红色花瓣块, erebus:giant_flower[type=petal_pink]
黄色花瓣块, erebus:giant_flower[type=petal_yellow]
淡蓝色花瓣块, erebus:giant_flower[type=petal_light_blue]
品红色花瓣块, erebus:giant_flower[type=petal_magenta]
橙色花瓣块, erebus:giant_flower[type=petal_orange]
白色花瓣块, erebus:giant_flower[type=petal_white]
爆炸柱头, erebus:giant_flower[type=exploding_stigma]
茎, erebus:giant_flower[type=stem]
黑色柱头, erebus:giant_flower_stigma[type=stigma_black]
红色柱头, erebus:giant_flower_stigma[type=stigma_red]
棕色柱头, erebus:giant_flower_stigma[type=stigma_brown]
蓝色柱头, erebus:giant_flower_stigma[type=stigma_blue]
紫色柱头, erebus:giant_flower_stigma[type=stigma_purple]
青色柱头, erebus:giant_flower_stigma[type=stigma_cyan]
淡灰色柱头, erebus:giant_flower_stigma[type=stigma_light_gray]
灰色柱头, erebus:giant_flower_stigma[type=stigma_gray]
粉红色柱头, erebus:giant_flower_stigma[type=stigma_pink]
黄色柱头, erebus:giant_flower_stigma[type=stigma_yellow]
淡蓝色柱头, erebus:giant_flower_stigma[type=stigma_light_blue]
品红色柱头, erebus:giant_flower_stigma[type=stigma_magenta]
橙色柱头, erebus:giant_flower_stigma[type=stigma_orange]
白色柱头, erebus:giant_flower_stigma[type=stigma_white]
七彩柱头, erebus:giant_flower_stigma[type=stigma_rainbow]
黑色花, erebus:planted_flower[type=flower_black]
红色花, erebus:planted_flower[type=flower_red]
棕色花, erebus:planted_flower[type=flower_brown]
蓝色花, erebus:planted_flower[type=flower_blue]
紫色花, erebus:planted_flower[type=flower_purple]
青色花, erebus:planted_flower[type=flower_cyan]
淡灰色花, erebus:planted_flower[type=flower_light_gray]
灰色花, erebus:planted_flower[type=flower_gray]
粉红色花, erebus:planted_flower[type=flower_pink]
黄色花, erebus:planted_flower[type=flower_yellow]
淡蓝色花, erebus:planted_flower[type=flower_light_blue]
品红色花, erebus:planted_flower[type=flower_magenta]
橙色花, erebus:planted_flower[type=flower_orange]
白色花, erebus:planted_flower[type=flower_white]
七彩花, erebus:planted_flower[type=flower_rainbow]
荨麻, erebus:small_plant[type=nettle]
开花荨麻, erebus:small_plant[type=nettle_flowered]
沼泽植物, erebus:small_plant[type=swamp_plant]
沙漠灌木, erebus:small_plant[type=desert_shrub]
火焰花, erebus:small_plant[type=fire_bloom]
蕨菜, erebus:small_plant[type=fiddle_head]
蕨, erebus:small_plant[type=fern]
荆棘, erebus:thorns[east=false,north=false,south=false,up=false,west=false]
悬挂的网, erebus:hanging_web[east=false,north=false,south=false,up=false,west=false]
香蒲, erebus:double_plant[half=lower,variant=bullrush]
哭泣的蓝铃草, erebus:double_plant[half=lower,variant=weeping_bluebell]
茅膏菜, erebus:double_plant[half=lower,variant=sundew]
干枯灌木, erebus:double_plant[half=lower,variant=droughted_shrub]
高大花朵, erebus:double_plant[half=lower,variant=tall_bloom]
缠绕茎菇, erebus:double_plant[half=lower,variant=tangled_stalk_mushroom]
高顶蘑菇, erebus:double_plant[half=lower,variant=high_capped_mushroom]
高蕨, erebus:double_plant[half=lower,variant=tall_fern]
苔, erebus:wall_plants[type=moss_down]
霉, erebus:wall_plants[type=mould_down]
栽培的青苔, erebus:wall_plants_cultivated[type=moss_down_cultivated]
栽培霉菌, erebus:wall_plants_cultivated[type=mould_down_cultivated]
沼藻, erebus:algae
蜂蜜大餐, erebus:honey_treat[bites=0]
暗顶蘑菇, erebus:dark_capped_mushroom
讽刺捷克蘑菇, erebus:sarcastic_czech_mushroom
奶奶的鞋蘑菇, erebus:grandmas_shoes_mushroom
荷兰帽蘑菇, erebus:dutch_cap_mushroom
凯泽的手指蘑菇, erebus:kaizers_fingers_mushroom
黑帽巨型蘑菇, erebus:dark_capped_mushroom_block[variant=all_inside]
讽刺捷克巨型蘑菇, erebus:sarcastic_czech_mushroom_block[variant=all_inside]
奶奶的鞋巨型蘑菇, erebus:grandmas_shoes_mushroom_block[variant=all_inside]
荷兰帽巨型蘑菇, erebus:dutch_cap_mushroom_block[variant=all_inside]
凯泽的手指巨型蘑菇, erebus:kaizers_fingers_mushroom_block[variant=all_inside]
荧光菇, erebus:glowshroom
荧光菇柄, erebus:glowshroom_stalk_main[part=main]
凋零网, erebus:wither_web
丝绸, erebus:silk
米尔砖, erebus:mir_brick
石化木木板, erebus:planks_petrified_wood
石化木门, erebus:door_petrified_wood[facing=east,half=lower,hinge=left,open=false,powered=false]
强化外骨骼块, erebus:rein_exo
泥砖, erebus:mud_brick
圣殿砖, erebus:temple_brick
圣殿柱, erebus:temple_pillar
圣殿瓦, erebus:temple_tile
岩浆岩, erebus:volcanic_rock
片麻岩, erebus:gneiss[type=gneiss]
雕纹片麻岩, erebus:gneiss[type=gneiss_carved]
分层片麻岩, erebus:gneiss[type=gneiss_relief]
片麻岩砖, erebus:gneiss[type=gneiss_bricks]
平滑片麻岩, erebus:gneiss[type=gneiss_smooth]
片麻岩板砖, erebus:gneiss[type=gneiss_tiles]
裂纹片麻岩板砖, erebus:gneiss[type=gneiss_tiles_cracked]
片麻岩气孔, erebus:gneiss_vent
空心金合欢原木, erebus:hollow_log[facing=north]
没有树脂的香脂树原木, erebus:log_balsam_resinless[axis=y]
棕石熔炉, erebus:umber_furnace[facing=north]
石化工作台, erebus:petrified_crafting_table
竹条箱, erebus:bamboo_crate[crate_type=default]
竹桥, erebus:bamboo_bridge[facing=north]
竹梯, erebus:bamboo_ladder[facing=north]
竹攀爬杆, erebus:bamboo_nerd_pole
竹桥延筑机, erebus:bamboo_extender[facing=down]
竹火炬, erebus:bamboo_torch[half=lower]
筒罐顶, erebus:silo_roof
筒罐, erebus:silo_tank[active=silo_inactive]
筒罐支架, erebus:silo_supports
蜂窝, erebus:honey_comb
石化木箱子, erebus:petrified_wood_chest[facing=north]
荧光罐, erebus:glowing_jar
流体罐, erebus:fluid_jar
有机物发酵器, erebus:composter
混沌之地公司数控冰沙制造机 2000 型, erebus:smoothie_maker[facing=north]
棕石按钮, erebus:umberstone_button[facing=down,powered=false]
竹制流体管道, erebus:bamboo_pipe[connected_down=false,connected_east=false,connected_north=false,connected_south=false,connected_up=false,connected_west=false,facing=down]
竹制流体抽取管道, erebus:bamboo_pipe_extract[connected_down=false,connected_east=false,connected_north=false,connected_south=false,connected_up=false,connected_west=false,facing=down]
蜂蜜液化机, erebus:liquifier[facing=north,powered=false]
荧光宝石, erebus:glow_gem_active[type=down_north]
粘液炸弹, erebus:mucus_bomb[explode=false]
速率方块, erebus:velocity_block[facing=north]
闪电速率方块, erebus:lightning_speed_block[facing=north]
祭坛基座, erebus:altar_base[facing=north]
雷电祭坛, erebus:altar_lightning[facing=north]
治愈祭坛, erebus:altar_healing[facing=north]
经验祭坛, erebus:altar_xp[facing=north]
修复祭坛, erebus:altar_repair[facing=north]
奉献祭坛, erebus:altar_offering
巨型莲叶, erebus:giant_lily_pad
黄蜂巢穴, erebus:wasp_nest
黄蜂巢穴楼梯, erebus:stairs_wasp_nest[facing=east,half=bottom,shape=straight]
蚁狮卵, erebus:antlion_egg
狼蛛卵, erebus:tarantula_egg
拱顶石, erebus:capstone[type=capstone]
泥拱顶石, erebus:capstone[type=capstone_mud]
铁拱顶石, erebus:capstone[type=capstone_iron]
金拱顶石, erebus:capstone[type=capstone_gold]
玉拱顶石, erebus:capstone[type=capstone_jade]
