UniqueName, UnlocalizedName, LocalizedName, Metadata
thaumicwonders:alkahest_vat, tile.thaumicwonders.alkahest_vat.name, 万能溶剂之锅, 0
thaumicwonders:creative_essentia_jar, tile.thaumicwonders.creative_essentia_jar.name, 创造模式源质罐子, 0
thaumicwonders:portal_anchor, tile.thaumicwonders.portal_anchor.name, 传送锚, 0
thaumicwonders:portal_generator, tile.thaumicwonders.portal_generator.name, 传送门生成器, 0
thaumicwonders:flux_capacitor, tile.thaumicwonders.flux_capacitor.name, 咒波容器, 0
thaumicwonders:disjunction_cloth, item.thaumicwonders.disjunction_cloth.name, 驱魔之布, 0
thaumicwonders:primal_destroyer, item.thaumicwonders.primal_destroyer.name, 元始毁灭者, 0
thaumicwonders:flying_carpet, item.thaumicwonders.flying_carpet.name, 飞毯, 0
thaumicwonders:timewinder, item.thaumicwonders.timewinder.name, 扭时之钟, 0
thaumicwonders:alchemist_stone, item.thaumicwonders.alchemist_stone.name, 炼金术士之石, 0
thaumicwonders:transmuter_stone, item.thaumicwonders.transmuter_stone.name, 转化之石, 0
thaumicwonders:eldritch_cluster, item.thaumicwonders.eldritch_cluster.iron.name, 奇异铁矿矿簇, 0
thaumicwonders:eldritch_cluster, item.thaumicwonders.eldritch_cluster.gold.name, 奇异金矿矿簇, 1
thaumicwonders:eldritch_cluster, item.thaumicwonders.eldritch_cluster.copper.name, 奇异铜矿矿簇, 2
thaumicwonders:eldritch_cluster, item.thaumicwonders.eldritch_cluster.tin.name, 奇异锡矿矿簇, 3
thaumicwonders:eldritch_cluster, item.thaumicwonders.eldritch_cluster.silver.name, 奇异银矿矿簇, 4
thaumicwonders:eldritch_cluster, item.thaumicwonders.eldritch_cluster.lead.name, 奇异铅矿矿簇, 5
thaumicwonders:eldritch_cluster, item.thaumicwonders.eldritch_cluster.cinnabar.name, 奇异朱砂矿簇, 6
thaumicwonders:eldritch_cluster, item.thaumicwonders.eldritch_cluster.quartz.name, 奇异石英矿簇, 7
thaumicwonders:eldritch_cluster, item.thaumicwonders.eldritch_cluster.void.name, 奇异虚空矿簇, 8
thaumicwonders:alienist_stone, item.thaumicwonders.alienist_stone.name, 异形之石, 0
thaumicwonders:void_fortress_helm, item.thaumicwonders.void_fortress_helm.name, 虚空要塞头盔, 0
thaumicwonders:void_fortress_chest, item.thaumicwonders.void_fortress_chest.name, 虚空要塞胸甲, 0
thaumicwonders:void_fortress_legs, item.thaumicwonders.void_fortress_legs.name, 虚空要塞护腿, 0
thaumicwonders:structure_diviner, item.thaumicwonders.structure_diviner.name, 建筑探测仪, 0
thaumicwonders:night_vision_goggles, item.thaumicwonders.night_vision_goggles.name, 夜视仪, 0
thaumicwonders:cleansing_charm, item.thaumicwonders.cleansing_charm.name, 洁净之辉, 0
thaumicwonders:bone_bow, item.thaumicwonders.bone_bow.name, 骨弓, 0
thaumicwonders:primal_arrow, item.thaumicwonders.primal_arrow.air.name, 风之矢, 0
thaumicwonders:primal_arrow, item.thaumicwonders.primal_arrow.earth.name, 地之矢, 1
thaumicwonders:primal_arrow, item.thaumicwonders.primal_arrow.fire.name, 火之矢, 2
thaumicwonders:primal_arrow, item.thaumicwonders.primal_arrow.water.name, 水之矢, 3
thaumicwonders:primal_arrow, item.thaumicwonders.primal_arrow.order.name, 秩序矢, 4
thaumicwonders:primal_arrow, item.thaumicwonders.primal_arrow.entropy.name, 混沌矢, 5
thaumicwonders:primordial_grain, item.thaumicwonders.primordial_grain.name, 元始晶粒, 0
thaumicwonders:shimmerleaf_seed, item.thaumicwonders.shimmerleaf_seed.name, 水银花种子, 0
thaumicwonders:cinderpearl_seed, item.thaumicwonders.cinderpearl_seed.name, 火焰草种子, 0
thaumicwonders:vishroom_spore, item.thaumicwonders.vishroom_spore.name, 纤毛菇孢子, 0
thaumicwonders:panacea, item.thaumicwonders.panacea.normal.name, 纯洁之果, 0
thaumicwonders:panacea, item.thaumicwonders.panacea.enchanted.name, 圣洁之果, 1
thaumicwonders:lethe_water, item.thaumicwonders.lethe_water.name, 遗忘之水, 0
vampirism:vampire_fang, item.vampirism.vampire_fang.name, 吸血鬼尖牙, 0
vampirism:human_heart, item.vampirism.human_heart.name, 人类心脏, 0
vampirism:weak_human_heart, item.vampirism.weak_human_heart.name, 脆弱的人类心脏, 0
vampirism:blood_bottle, item.vampirism.blood_bottle.name, 血瓶, 9
vampirism:item_tent, item.vampirism.item_tent.name, 帐篷, 0
vampirism:item_coffin, item.vampirism.item_coffin.name, 棺材, 0
vampirism:pure_blood, item.vampirism.pure_blood.name, 纯净血液, 4
vampirism:hunter_intel, item.vampirism.hunter_intel.name, 猎人情报, 9
vampirism:item_garlic, item.vampirism.item_garlic.name, 大蒜, 0
vampirism:item_med_chair, item.vampirism.item_med_chair.name, 注射椅, 0
vampirism:injection, item.vampirism.injection.name, 注射器, 0
vampirism:injection, item.vampirism.injection.garlic.name, 蒜头注射器, 1
vampirism:injection, item.vampirism.injection.sanguinare.name, 嗜血注射器, 2
vampirism:pitchfork, item.vampirism.pitchfork.name, 干草叉, 0
vampirism:basic_crossbow, item.vampirism.basic_crossbow.name, 弩弓, 0
vampirism:basic_double_crossbow, item.vampirism.basic_double_crossbow.name, 双弩, 0
vampirism:enhanced_crossbow, item.vampirism.enhanced_crossbow.name, 强化弩弓, 0
vampirism:enhanced_double_crossbow, item.vampirism.enhanced_double_crossbow.name, 强化双弩, 0
vampirism:crossbow_arrow, item.vampirism.crossbow_arrow.name, 弩箭, 0
vampirism:crossbow_arrow, item.vampirism.crossbow_arrow.name, 血之箭, 0
vampirism:crossbow_arrow, item.vampirism.crossbow_arrow.name, 火之箭, 0
vampirism:stake, item.vampirism.stake.name, 钉桩, 0
vampirism:vampire_blood_bottle, item.vampirism.vampire_blood_bottle.name, 吸血鬼之血, 0
vampirism:basic_tech_crossbow, item.vampirism.basic_tech_crossbow.name, 机弩, 0
vampirism:enhanced_tech_crossbow, item.vampirism.enhanced_tech_crossbow.name, 强化机弩, 0
vampirism:tech_crossbow_ammo_package, item.vampirism.tech_crossbow_ammo_package.name, 箭夹, 0
vampirism:vampire_book, item.vampirism.vampire_book.name, 吸血鬼之书, 0
vampirism:holy_water_bottle, item.vampirism.holy_water_bottle.name, 圣水, 0
vampirism:holy_water_splash_bottle, item.vampirism.holy_water_splash_bottle.name, 喷溅型圣水, 0
vampirism:holy_salt, item.vampirism.holy_salt.name, 圣盐, 0
vampirism:pure_salt, item.vampirism.pure_salt.name, 纯净盐, 0
vampirism:holy_salt_water, item.vampirism.holy_salt_water.name, 圣盐水, 0
vampirism:item_alchemical_fire, item.vampirism.item_alchemical_fire.name, 炼金之火, 0
vampirism:garlic_beacon_core, item.vampirism.garlic_beacon_core.name, 喷蒜器核心, 0
vampirism:garlic_beacon_core_improved, item.vampirism.garlic_beacon_core_improved.name, 强化喷蒜器核心, 0
vampirism:purified_garlic, item.vampirism.purified_garlic.name, 纯化大蒜, 0
vampirism:armor_of_swiftness_head, item.vampirism.armor_of_swiftness.head.name, 迅捷头盔, 0
vampirism:armor_of_swiftness_chest, item.vampirism.armor_of_swiftness.chest.name, 迅捷胸甲, 0
vampirism:armor_of_swiftness_legs, item.vampirism.armor_of_swiftness.legs.name, 迅捷护腿, 0
vampirism:armor_of_swiftness_feet, item.vampirism.armor_of_swiftness.feet.name, 迅捷靴子, 0
vampirism:hunter_hat0_head, item.vampirism.hunter_hat0.head.name, 猎人帽子, 0
vampirism:hunter_hat1_head, item.vampirism.hunter_hat1.head.name, 猎人帽子, 0
vampirism:hunter_axe, item.vampirism.hunter_axe.name, 猎人战斧, 0
vampirism:hunter_coat_head, item.vampirism.hunter_coat.head.name, 猎人皮帽, 0
vampirism:hunter_coat_chest, item.vampirism.hunter_coat.chest.name, 猎人皮衣, 0
vampirism:hunter_coat_legs, item.vampirism.hunter_coat.legs.name, 猎人皮裤, 0
vampirism:hunter_coat_feet, item.vampirism.hunter_coat.feet.name, 猎人皮靴, 0
vampirism:obsidian_armor_head, item.vampirism.obsidian_armor.head.name, 黑曜石狱盔, 0
vampirism:obsidian_armor_chest, item.vampirism.obsidian_armor.chest.name, 黑曜石狱甲, 0
vampirism:obsidian_armor_legs, item.vampirism.obsidian_armor.legs.name, 黑曜石狱腿, 0
vampirism:obsidian_armor_feet, item.vampirism.obsidian_armor.feet.name, 黑曜石狱靴, 0
vampirism:heart_seeker, item.vampirism.heart_seeker.name, 探心者, 0
vampirism:heart_striker, item.vampirism.heart_striker.name, 刺心者, 0
vampirism:blood_infused_iron_ingot, item.vampirism.blood_infused_iron_ingot.name, 灌血铁锭, 0
vampirism:blood_infused_enhanced_iron_ingot, item.vampirism.blood_infused_enhanced_iron_ingot.name, 强化灌血铁锭, 0
vampirism:soul_orb_vampire, item.vampirism.soul_orb_vampire.name, 吸血鬼灵魂, 0
vampirism:vampire_cloak, item.vampirism.vampire_cloak.name, 吸血鬼斗篷, 0
vampirism:garlic_bread, item.vampirism.garlic_bread.name, 蒜蓉面包, 0
vampirism:castle_block, tile.vampirism.castle_block.name, 城堡方块, 4
vampirism:blood_container, tile.vampirism.blood_container.name, 储血器, 0
vampirism:cursed_earth, tile.vampirism.cursed_earth.name, 诅咒之土, 0
vampirism:vampirism_flower, tile.vampirism.vampire_orchid.name, 吸血鬼兰花, 0
vampirism:altar_infusion, tile.vampirism.altar_infusion.name, 药剂祭坛, 0
vampirism:altar_pillar, tile.vampirism.altar_pillar.name, 祭坛支柱, 0
vampirism:altar_tip, tile.vampirism.altar_tip.name, 祭坛尖端, 0
vampirism:hunter_table, tile.vampirism.hunter_table.name, 猎人研究台, 0
vampirism:church_altar, tile.vampirism.church_altar.name, 清洗祭坛, 0
vampirism:altar_inspiration, tile.vampirism.altar_inspiration.name, 振奋祭坛, 0
vampirism:fire_place, tile.vampirism.fire_place.name, 篝火, 0
vampirism:weapon_table, tile.vampirism.weapon_table.name, 猎人武器桌, 0
vampirism:blood_potion_table, tile.vampirism.blood_potion_table.name, 血药桌, 0
vampirism:alchemical_cauldron, tile.vampirism.alchemical_cauldron.name, 炼金锅, 0
vampirism:garlic_beacon, tile.vampirism.garlic_beacon.name, 喷蒜器, 2
vampirism:castle_stairs_dark, tile.vampirism.castle_stairs_dark.name, 暗砖楼梯, 0
vampirism:castle_stairs_dark_stone, tile.vampirism.castle_stairs_dark_stone.name, 暗石楼梯, 0
vampirism:castle_stairs_purple, tile.vampirism.castle_stairs_purple.name, 紫砖楼梯, 0
vampirism:blood_pedestal, tile.vampirism.blood_pedestal.name, 血之基座, 0
vampirism:blood_grinder, tile.vampirism.blood_grinder.name, 血液提取器, 0
vampirism:blood_sieve, tile.vampirism.blood_sieve.name, 血液过滤器, 0
vampirism:totem_base, tile.vampirism.totem_base.name, 村庄图腾基地, 0
vampirism:totem_top, tile.vampirism.totem_top.name, 村庄图腾顶部, 0
vampirism:castle_slab, tile.vampirism.castle_slab.dark_brick.name, 暗砖台阶, 0
vampirism:castle_slab, tile.vampirism.castle_slab.purple_brick.name, 紫砖台阶, 1
vampirism:castle_slab, tile.vampirism.castle_slab.dark_stone.name, 暗石台阶, 2
variegated:compressed_vis_battery, tile.compressed_vis_battery.name, Compressed Vis Battery, 0
variegated:blood_apple, item.blood_apple.name, Blood Apple, 0
variegated:silvered_apple, item.null.name, [null], 1
variegated:defiled_ground, tile.defiled_ground.name, Defiled Ground, 0
variegated:featherweight, tile.featherweight.name, Featherweight.name, 0
zensummoning:altar, tile.altar.name, 祭坛, 0
zentweaker:fire_charger, item.zentweaker.fire_charger.name, 点火器, 0
abyssalcraft:stone, tile.stone.0.name, 黑暗石, 0
abyssalcraft:stone, tile.stone.1.name, §9深渊石, 1
abyssalcraft:stone, tile.stone.2.name, 恐惧石, 2
abyssalcraft:stone, tile.stone.3.name, 渊素石, 3
abyssalcraft:stone, tile.stone.4.name, 珊瑚石, 4
abyssalcraft:stone, tile.stone.5.name, §b伊塞斯石, 5
abyssalcraft:stone, tile.stone.6.name, 奥穆索之石, 6
abyssalcraft:stone, tile.stone.7.name, 巨石块, 7
abyssalcraft:cobblestone, tile.cobblestone.0.name, 黑暗圆石, 0
abyssalcraft:cobblestone, tile.cobblestone.1.name, §9深渊圆石, 1
abyssalcraft:cobblestone, tile.cobblestone.2.name, 恐惧圆石, 2
abyssalcraft:cobblestone, tile.cobblestone.3.name, 渊素圆石, 3
abyssalcraft:cobblestone, tile.cobblestone.4.name, 珊瑚圆石, 4
abyssalcraft:darkstone_brick, tile.darkstone_brick.0.name, 黑暗石砖, 0
abyssalcraft:darkstone_brick, tile.darkstone_brick.1.name, 錾制黑暗石砖, 1
abyssalcraft:darkstone_brick, tile.darkstone_brick.2.name, 裂纹黑暗石砖, 2
abyssalcraft:dsglow, tile.dsglow.name, 发光黑暗石砖, 0
abyssalcraft:darkbrickslab1, tile.darkbrickslab1.name, 黑暗石砖台阶, 0
abyssalcraft:darkcobbleslab1, tile.darkcobbleslab1.name, 黑暗圆石台阶, 0
abyssalcraft:dbstairs, tile.dbstairs.name, 黑暗石砖楼梯, 0
abyssalcraft:dcstairs, tile.dcstairs.name, 黑暗圆石楼梯, 0
abyssalcraft:dltleaves, tile.dltleaves.name, 黑暗之地橡树树叶, 0
abyssalcraft:dltlog, tile.dltlog.name, 黑暗之地橡木, 0
abyssalcraft:dltlog2, tile.dltlog.name, 黑暗之地橡木, 0
abyssalcraft:dltsapling, tile.dltsapling.name, 黑暗之地橡树树苗, 0
abyssalcraft:abybrick, tile.abybrick.0.name, §9深渊石砖, 0
abyssalcraft:abybrick, tile.abybrick.1.name, §9錾制深渊石砖, 1
abyssalcraft:abybrick, tile.abybrick.2.name, §9裂纹深渊石砖, 2
abyssalcraft:abyslab1, tile.abyslab1.name, §9深渊石砖台阶, 0
abyssalcraft:abystairs, tile.abystairs.name, §9深渊石砖楼梯, 0
abyssalcraft:coraliumore, tile.coraliumore.name, 珊瑚矿石, 0
abyssalcraft:abyore, tile.abyore.name, 渊素矿石, 0
abyssalcraft:abyfence, tile.abyfence.name, §9深渊石砖栅栏, 0
abyssalcraft:dscwall, tile.dscwall.name, 黑暗圆石墙, 0
abyssalcraft:odb, tile.odb.name, §4湮灭弹, 0
abyssalcraft:ingotblock, tile.ingotblock.0.name, §3渊素块, 0
abyssalcraft:ingotblock, tile.ingotblock.1.name, §b精炼珊瑚块, 1
abyssalcraft:ingotblock, tile.ingotblock.2.name, §4惧质块, 2
abyssalcraft:ingotblock, tile.ingotblock.3.name, §b伊塞斯块, 3
abyssalcraft:coraliumstone, tile.coraliumstone.name, 蕴含珊瑚的石头, 0
abyssalcraft:odbcore, tile.odbcore.name, §4湮灭弹核心, 0
abyssalcraft:crate, tile.woodencrate.name, 木制板条箱, 0
abyssalcraft:darkstoneslab1, tile.darkstoneslab1.name, 黑暗石台阶, 0
abyssalcraft:dsbutton, tile.dsbutton.name, 黑暗石按钮, 0
abyssalcraft:dspplate, tile.dspplate.name, 黑暗石压力板, 0
abyssalcraft:dltplank, tile.dltplank.name, 黑暗之地橡木木板, 0
abyssalcraft:dltbutton, tile.dltbutton.name, 黑暗之地橡木按钮, 0
abyssalcraft:dltpplate, tile.dltpplate.name, 黑暗之地橡木压力板, 0
abyssalcraft:dltstairs, tile.dltstairs.name, 黑暗之地橡木楼梯, 0
abyssalcraft:dltslab1, tile.dltslab1.name, 黑暗之地橡木台阶, 0
abyssalcraft:psdl, tile.psdl.name, 恐惧之地蕴能石, 0
abyssalcraft:abycorore, tile.abycorore.name, 深渊珊瑚矿石, 0
abyssalcraft:abybutton, tile.abybutton.name, §9深渊石按钮, 0
abyssalcraft:abypplate, tile.abypplate.name, §9深渊石压力板, 0
abyssalcraft:dsbfence, tile.dsbfence.name, 黑暗石砖栅栏, 0
abyssalcraft:dltfence, tile.dltfence.name, 黑暗之地橡木栅栏, 0
abyssalcraft:abydreadore, tile.abydreadore.name, 恐惧之地渊素矿石, 0
abyssalcraft:dreadore, tile.dreadore.name, 恐惧渊素矿石, 0
abyssalcraft:dreadbrick, tile.dreadbrick.0.name, 恐惧石砖, 0
abyssalcraft:dreadbrick, tile.dreadbrick.1.name, 錾制恐惧石砖, 1
abyssalcraft:dreadbrick, tile.dreadbrick.2.name, 裂纹恐惧石砖, 2
abyssalcraft:abydreadbrick, tile.abydreadbrick.0.name, 渊素石砖, 0
abyssalcraft:abydreadbrick, tile.abydreadbrick.1.name, 錾制渊素石砖, 1
abyssalcraft:abydreadbrick, tile.abydreadbrick.2.name, 裂纹渊素石砖, 2
abyssalcraft:dreadgrass, tile.dreadgrass.name, 恐惧之地草方块, 0
abyssalcraft:dreadlog, tile.dreadlog.name, 恐惧之地树木, 0
abyssalcraft:dreadleaves, tile.dreadleaves.name, 恐惧之地树叶, 0
abyssalcraft:dreadsapling, tile.dreadsapling.name, 恐惧之地树苗, 0
abyssalcraft:dreadplanks, tile.dreadplanks.name, 恐惧之地木板, 0
abyssalcraft:dghead, tile.dghead.name, 深渊食尸鬼头颅, 0
abyssalcraft:phead, tile.phead.name, 皮特的头颅, 0
abyssalcraft:whead, tile.whead.name, 威尔逊先生的头颅, 0
abyssalcraft:ohead, tile.ohead.name, 奥兰治医生的头颅, 0
abyssalcraft:dreadbrickstairs, tile.dreadbrickstairs.name, 恐惧石砖楼梯, 0
abyssalcraft:dreadbrickfence, tile.dreadbrickfence.name, 恐惧石砖栅栏, 0
abyssalcraft:dreadbrickslab1, tile.dreadbrickslab1.name, 恐惧石砖台阶, 0
abyssalcraft:abydreadbrickstairs, tile.abydreadbrickstairs.name, 渊素石砖楼梯, 0
abyssalcraft:abydreadbrickfence, tile.abydreadbrickfence.name, 渊素石砖栅栏, 0
abyssalcraft:abydreadbrickslab1, tile.abydreadbrickslab1.name, 渊素石砖台阶, 0
abyssalcraft:cstonebrick, tile.cstonebrick.0.name, 珊瑚砖块, 0
abyssalcraft:cstonebrick, tile.cstonebrick.1.name, 錾制珊瑚砖块, 1
abyssalcraft:cstonebrick, tile.cstonebrick.2.name, 裂纹珊瑚砖块, 2
abyssalcraft:cstonebrickfence, tile.cstonebrickfence.name, 珊瑚砖栅栏, 0
abyssalcraft:cstonebrickslab1, tile.cstonebrickslab1.name, 珊瑚砖台阶, 0
abyssalcraft:cstonebrickstairs, tile.cstonebrickstairs.name, 珊瑚砖楼梯, 0
abyssalcraft:cstonebutton, tile.cstonebutton.name, 珊瑚石按钮, 0
abyssalcraft:cstonepplate, tile.cstonepplate.name, 珊瑚石压力板, 0
abyssalcraft:dreadaltartop, tile.dreadaltartop.name, 查伽洛斯祭坛（顶部）, 0
abyssalcraft:dreadaltarbottom, tile.dreadaltarbottom.name, 查伽洛斯祭坛（底部）, 0
abyssalcraft:crystallizer, tile.crystallizer.name, 结晶器, 0
abyssalcraft:transmutator, tile.transmutator.name, 嬗变器, 0
abyssalcraft:drtfence, tile.drtfence.name, 恐惧之地木栅栏, 0
abyssalcraft:nitreore, tile.nitreore.name, 硝石矿石, 0
abyssalcraft:abyiroore, tile.abyiroore.name, 深渊铁矿石, 0
abyssalcraft:abygolore, tile.abygolore.name, 深渊金矿石, 0
abyssalcraft:abydiaore, tile.abydiaore.name, 深渊钻石矿石, 0
abyssalcraft:abynitore, tile.abynitore.name, 深渊硝石矿石, 0
abyssalcraft:abytinore, tile.abytinore.name, 深渊锡矿石, 0
abyssalcraft:abycopore, tile.abycopore.name, 深渊铜矿石, 0
abyssalcraft:abypcorore, tile.abypcorore.name, 珠光四射的珊瑚矿石, 0
abyssalcraft:abylcorore, tile.abylcorore.name, 液化珊瑚矿石, 0
abyssalcraft:solidlava, tile.solidlava.name, 固态岩浆, 0
abyssalcraft:ethaxiumbrick, tile.ethaxiumbrick.0.name, §b伊塞斯砖块, 0
abyssalcraft:ethaxiumbrick, tile.ethaxiumbrick.1.name, §b錾制伊塞斯砖块, 1
abyssalcraft:ethaxiumbrick, tile.ethaxiumbrick.2.name, §b裂纹伊塞斯砖块, 2
abyssalcraft:ethaxiumpillar, tile.ethaxiumpillar.name, §b伊塞斯柱, 0
abyssalcraft:ethaxiumbrickstairs, tile.ethaxiumbrickstairs.name, §b伊塞斯砖楼梯, 0
abyssalcraft:ethaxiumbrickslab1, tile.ethaxiumbrickslab1.name, §b伊塞斯砖台阶, 0
abyssalcraft:ethaxiumfence, tile.ethaxiumfence.name, §b伊塞斯砖栅栏, 0
abyssalcraft:engraver, tile.engraver.name, 铸币器, 0
abyssalcraft:materializer, tile.materializer.name, 物质化器, 0
abyssalcraft:darkethaxiumbrick, tile.darkethaxiumbrick.0.name, §4暗色伊塞斯砖块, 0
abyssalcraft:darkethaxiumbrick, tile.darkethaxiumbrick.1.name, §4錾制暗色伊塞斯砖块, 1
abyssalcraft:darkethaxiumbrick, tile.darkethaxiumbrick.2.name, §4裂纹暗色伊塞斯砖块, 2
abyssalcraft:darkethaxiumpillar, tile.darkethaxiumpillar.name, §4暗色伊塞斯柱, 0
abyssalcraft:darkethaxiumbrickstairs, tile.darkethaxiumbrickstairs.name, §4暗色伊塞斯砖楼梯, 0
abyssalcraft:darkethaxiumbrickslab1, tile.darkethaxiumbrickslab1.name, §b暗色伊塞斯砖台阶, 0
abyssalcraft:darkethaxiumbrickfence, tile.darkethaxiumbrickfence.name, §4暗色伊塞斯砖栅栏, 0
abyssalcraft:shoggothblock, tile.shoggothblock.name, 修格斯软泥, 0
abyssalcraft:statue, tile.statue.0.name, 克苏鲁雕像, 0
abyssalcraft:statue, tile.statue.1.name, 哈斯塔雕像, 1
abyssalcraft:statue, tile.statue.2.name, 扎哈尔雕像, 2
abyssalcraft:statue, tile.statue.3.name, 阿撒托斯雕像, 3
abyssalcraft:statue, tile.statue.4.name, 奈亚拉托提普雕像, 4
abyssalcraft:statue, tile.statue.5.name, 犹格•索托斯雕像, 5
abyssalcraft:statue, tile.statue.6.name, 莎布•尼古拉丝雕像, 6
abyssalcraft:shoggothbiomass, tile.shoggothbiomass.name, 修格斯生物质, 0
abyssalcraft:energypedestal, tile.energypedestal.name, 能量基座, 0
abyssalcraft:monolithpillar, tile.monolithpillar.name, 巨石柱, 0
abyssalcraft:sacrificialaltar, tile.sacrificialaltar.name, 献祭祭坛, 0
abyssalcraft:tieredenergypedestal, tile.tieredenergypedestal.0.name, 主世界能量基座, 0
abyssalcraft:tieredenergypedestal, tile.tieredenergypedestal.1.name, 深渊荒原能量基座, 1
abyssalcraft:tieredenergypedestal, tile.tieredenergypedestal.2.name, 恐惧之地能量基座, 2
abyssalcraft:tieredenergypedestal, tile.tieredenergypedestal.3.name, 奥穆索能量基座, 3
abyssalcraft:tieredsacrificialaltar, tile.tieredsacrificialaltar.0.name, 主世界献祭祭坛, 0
abyssalcraft:tieredsacrificialaltar, tile.tieredsacrificialaltar.1.name, 深渊荒原献祭祭坛, 1
abyssalcraft:tieredsacrificialaltar, tile.tieredsacrificialaltar.2.name, 恐惧之地献祭祭坛, 2
abyssalcraft:tieredsacrificialaltar, tile.tieredsacrificialaltar.3.name, 奥穆索献祭祭坛, 3
abyssalcraft:decorativestatue, tile.statue.0.name, 装饰用克苏鲁雕像, 0
abyssalcraft:decorativestatue, tile.statue.1.name, 装饰用哈斯塔雕像, 1
abyssalcraft:decorativestatue, tile.statue.2.name, 装饰用扎哈尔雕像, 2
abyssalcraft:decorativestatue, tile.statue.3.name, 装饰用阿撒托斯雕像, 3
abyssalcraft:decorativestatue, tile.statue.4.name, 装饰用奈亚拉托提普雕像, 4
abyssalcraft:decorativestatue, tile.statue.5.name, 装饰用犹格•索托斯雕像, 5
abyssalcraft:decorativestatue, tile.statue.6.name, 装饰用莎布•尼古拉丝雕像, 6
abyssalcraft:crystalcluster, tile.crystalcluster.0.name, 结晶铁簇, 0
abyssalcraft:crystalcluster, tile.crystalcluster.1.name, 结晶金簇, 1
abyssalcraft:crystalcluster, tile.crystalcluster.2.name, 结晶硫簇, 2
abyssalcraft:crystalcluster, tile.crystalcluster.3.name, 结晶碳簇, 3
abyssalcraft:crystalcluster, tile.crystalcluster.4.name, 结晶氧簇, 4
abyssalcraft:crystalcluster, tile.crystalcluster.5.name, 结晶氢簇, 5
abyssalcraft:crystalcluster, tile.crystalcluster.6.name, 结晶氮簇, 6
abyssalcraft:crystalcluster, tile.crystalcluster.7.name, 结晶磷簇, 7
abyssalcraft:crystalcluster, tile.crystalcluster.8.name, 结晶钾簇, 8
abyssalcraft:crystalcluster, tile.crystalcluster.9.name, 结晶硝酸簇, 9
abyssalcraft:crystalcluster, tile.crystalcluster.10.name, 结晶甲烷簇, 10
abyssalcraft:crystalcluster, tile.crystalcluster.11.name, 结晶红石簇, 11
abyssalcraft:crystalcluster, tile.crystalcluster.12.name, 结晶渊素簇, 12
abyssalcraft:crystalcluster, tile.crystalcluster.13.name, 结晶珊瑚簇, 13
abyssalcraft:crystalcluster, tile.crystalcluster.14.name, 结晶惧质簇, 14
abyssalcraft:crystalcluster, tile.crystalcluster.15.name, 结晶烈焰簇, 15
abyssalcraft:crystalcluster2, tile.crystalcluster2.0.name, 结晶锡簇, 0
abyssalcraft:crystalcluster2, tile.crystalcluster2.1.name, 结晶铜簇, 1
abyssalcraft:crystalcluster2, tile.crystalcluster2.2.name, 结晶硅簇, 2
abyssalcraft:crystalcluster2, tile.crystalcluster2.3.name, 结晶镁簇, 3
abyssalcraft:crystalcluster2, tile.crystalcluster2.4.name, 结晶铝簇, 4
abyssalcraft:crystalcluster2, tile.crystalcluster2.5.name, 结晶二氧化硅簇, 5
abyssalcraft:crystalcluster2, tile.crystalcluster2.6.name, 结晶氧化铝簇, 6
abyssalcraft:crystalcluster2, tile.crystalcluster2.7.name, 结晶氧化镁簇, 7
abyssalcraft:crystalcluster2, tile.crystalcluster2.8.name, 结晶锌簇, 8
abyssalcraft:crystalcluster2, tile.crystalcluster2.9.name, 结晶钙簇, 9
abyssalcraft:crystalcluster2, tile.crystalcluster2.10.name, 结晶铍簇, 10
abyssalcraft:crystalcluster2, tile.crystalcluster2.11.name, 结晶绿柱石簇, 11
abyssalcraft:energycollector, tile.energycollector.name, 能量收集器, 0
abyssalcraft:energyrelay, tile.energyrelay.name, 能量中继器, 0
abyssalcraft:energycontainer, tile.energycontainer.name, 能量容器, 0
abyssalcraft:tieredenergycollector, tile.tieredenergycollector.0.name, 主世界能量收集器, 0
abyssalcraft:tieredenergycollector, tile.tieredenergycollector.1.name, 深渊荒原能量收集器, 1
abyssalcraft:tieredenergycollector, tile.tieredenergycollector.2.name, 恐惧之地能量收集器, 2
abyssalcraft:tieredenergycollector, tile.tieredenergycollector.3.name, 奥穆索能量收集器, 3
abyssalcraft:tieredenergyrelay, tile.tieredenergyrelay.0.name, 主世界能量中继器, 0
abyssalcraft:tieredenergyrelay, tile.tieredenergyrelay.1.name, 深渊荒原能量中继器, 1
abyssalcraft:tieredenergyrelay, tile.tieredenergyrelay.2.name, 恐惧之地能量中继器, 2
abyssalcraft:tieredenergyrelay, tile.tieredenergyrelay.3.name, 奥穆索能量中继器, 3
abyssalcraft:tieredenergycontainer, tile.tieredenergycontainer.0.name, 主世界能量容器, 0
abyssalcraft:tieredenergycontainer, tile.tieredenergycontainer.1.name, 深渊荒原能量容器, 1
abyssalcraft:tieredenergycontainer, tile.tieredenergycontainer.2.name, 恐惧之地能量容器, 2
abyssalcraft:tieredenergycontainer, tile.tieredenergycontainer.3.name, 奥穆索能量容器, 3
abyssalcraft:abyssalsand, tile.abyssalsand.name, 深渊沙子, 0
abyssalcraft:fusedabyssalsand, tile.fusedabyssalsand.name, 深渊熔沙, 0
abyssalcraft:abyssalsandglass, tile.abyssalsandglass.name, 深渊沙玻璃, 0
abyssalcraft:dreadlandsdirt, tile.dreadlandsdirt.name, 恐惧之土, 0
